Stock,Date,Open,High,Low,Close,Volume,date,sentiment_mean,sentiment_min,sentiment_max,sentiment_count
AAPL,2021-11-01 04:00:00,146.214391698361,146.9111563462423,145.0465584432789,146.18495178222656,74588300,2021-11-01,-0.005981768819234881,-0.9999937036445771,0.9999472964630057,6.0
AAPL,2021-11-02 04:00:00,145.89054000814804,148.7463317156188,145.8807167195942,147.22520446777344,69122000,2021-11-02,-0.5416541334029498,-0.9999338518464356,1.852967201898536e-08,6.0
AAPL,2021-11-03 04:00:00,147.58828751986294,149.1388544822275,147.0289142026338,148.6678009033203,54511500,2021-11-03,-0.09035166109016207,-0.9997064936396783,0.9999056059150461,9.0
AAPL,2021-11-04 04:00:00,148.75610406397846,149.59025979048718,147.8336136344687,148.1476593017578,60394600,2021-11-04,-0.5087583145097596,-0.9997837489063386,0.5197763741016389,5.0
AAPL,2021-11-05 04:00:00,149.2779160670636,149.58258253436696,147.47938515102905,148.67840576171875,65463900,2021-11-05,0.18746653871820165,-0.9999987537731272,0.999999872835942,7.0
AAPL,2021-11-08 05:00:00,148.80613336618327,148.96338536873958,147.57763021441775,147.85281372070312,55020900,2021-11-08,-0.32771467960235157,-0.9999966976596397,0.9998258590849217,8.0
AAPL,2021-11-09 05:00:00,147.61696617879937,148.8258093306056,147.47937439726354,148.2164764404297,56787900,2021-11-09,-0.5628304994441147,-0.9999988851399735,0.0176192969083786,16.0
AAPL,2021-11-10 05:00:00,147.44008208978292,147.5481909989835,145.30740178680878,145.37619018554688,65187100,2021-11-10,0.11543447535887828,-0.9999957445323843,0.9999993852290849,24.0
AAPL,2021-11-11 05:00:00,146.39829267733833,146.86019613669237,145.14029146001317,145.3270263671875,41000000,2021-11-11,-0.4711238753037394,-0.9422477545413129,3.933834147318294e-09,2.0
AAPL,2021-11-12 05:00:00,145.8773986754407,147.81352120891913,144.9437391025949,147.41058349609375,63804000,2021-11-12,0.3172502295233023,-0.9998820694963797,0.9999358665313592,5.0
AAPL,2021-11-15 05:00:00,147.78404236912726,149.26808409571646,146.86020539939403,147.42041015625,59222800,2021-11-15,-0.48325328389182687,-0.998227858915925,0.031721291132271304,2.0
AAPL,2021-11-16 05:00:00,147.36147530102448,148.8848228581074,146.77178753815926,148.4032440185547,59256200,2021-11-16,-0.37899405094306454,-0.9999970714591199,0.9999986816367255,15.0
AAPL,2021-11-17 05:00:00,148.40318850921466,152.3343988008495,148.39336588218137,150.85037231445312,88807000,2021-11-17,-0.5615835616069348,-0.999992645382008,0.9999998518431692,18.0
AAPL,2021-11-18 05:00:00,151.06661191740037,155.94130498570996,150.41795852638504,155.15505981445312,137827700,2021-11-18,-0.6973082684731366,-0.9999980348502504,-1.7663120952526867e-06,17.0
AAPL,2021-11-19 05:00:00,154.938834219453,158.25088939976666,153.83810003292044,157.78897094726562,117305600,2021-11-19,-0.29377651688585654,-0.9999985184716139,0.9365665335208176,10.0
AAPL,2021-11-22 05:00:00,158.89953867509402,162.85040986078795,158.23124001490817,158.2509002685547,117467900,2021-11-22,-0.49593113879633677,-0.9999622513551002,0.9991596325708088,6.0
AAPL,2021-11-23 05:00:00,158.34919507569182,159.01750883157283,156.3246235442444,158.63421630859375,96041900,2021-11-23,-0.019209043124976944,-0.9999797024611324,0.9999987797359893,23.0
AAPL,2021-11-24 05:00:00,157.9855071422514,159.3516020629421,156.89459573102528,159.15504455566406,69463600,2021-11-24,-0.23182243067717817,-0.9999998597137871,0.9998900188838888,9.0
AAPL,2021-11-26 05:00:00,156.82582616349364,157.69068229853394,153.67102305648032,154.11328125,76959800,2021-11-26,-0.058983056448529574,-0.9999903728239588,0.9982131612487138,12.0
AAPL,2021-11-29 05:00:00,156.62925022109002,158.41795820454487,156.05922289657292,157.4842987060547,88748200,2021-11-29,-0.49986399146324045,-0.9999991470032796,1.8134333756858464e-08,4.0
AAPL,2021-11-30 05:00:00,157.23861066878493,162.673508444908,157.1698072809554,162.45729064941406,174048100,2021-11-30,-0.13011612421279345,-0.9935918566770852,0.9124934226274491,8.0
AAPL,2021-12-01 05:00:00,164.59980373493542,167.37131474483903,161.70053856245917,161.93641662597656,152052500,2021-12-01,0.1354891508209178,-0.9999996154828493,0.9999820913531039,10.0
AAPL,2021-12-02 05:00:00,156.01009761206393,161.3761916676954,155.08626072429414,160.94375610351562,136739200,2021-12-02,0.39218514920944436,-0.999949572254991,0.9999998514478197,15.0
AAPL,2021-12-03 05:00:00,161.19928007401356,162.1231168797412,156.97322606716216,159.0567626953125,118023100,2021-12-03,0.30749371136137144,-0.9985376432450721,0.9999829561106708,5.0
AAPL,2021-12-06 05:00:00,161.4646737543423,164.99294738585093,161.4548511245319,162.4769744873047,107497000,2021-12-06,0.17699029052682075,-0.9278431113343687,0.9999991940516821,10.0
AAPL,2021-12-07 05:00:00,166.17228359031526,168.62929035916358,165.44500418803963,168.2361602783203,120405400,2021-12-07,-0.2873004632345919,-0.9999351511360145,0.9999998486972643,24.0
AAPL,2021-12-08 05:00:00,169.16985694773143,172.93399360891482,167.76444109423116,172.06912231445312,116998900,2021-12-08,-0.2565718203629671,-0.9999380091594504,0.9999918110050316,21.0
AAPL,2021-12-09 05:00:00,171.9020008134574,173.71035393992497,170.9290208721844,171.55801391601562,108923700,2021-12-09,-0.31788461672967677,-0.9999986793762332,0.8111901804804802,13.0
AAPL,2021-12-10 05:00:00,172.19684872711986,176.54083438380087,171.68578718034047,176.36392211914062,115402700,2021-12-10,-0.005775372384874891,-0.9999944560772747,0.9988609763386195,9.0
AAPL,2021-12-13 05:00:00,178.00522669948663,178.99786706027314,172.51136300579722,172.71775817871094,153237000,2021-12-13,-0.3981029935560365,-0.9999957326153889,0.994750182144344,20.0
AAPL,2021-12-14 05:00:00,172.23617743924208,174.68336162152622,169.24846375567876,171.33200073242188,139380400,2021-12-14,-0.30345925674968083,-0.9999898208150171,0.9998577183796443,15.0
AAPL,2021-12-15 05:00:00,172.09862132534136,176.41312557949144,169.34677012761037,176.21656799316406,131063300,2021-12-15,-0.14473981873531888,-0.9999779565368954,0.9999124861606106,13.0
AAPL,2021-12-16 05:00:00,176.19687149781882,178.0248851678291,167.8135654456889,169.29759216308594,150185800,2021-12-16,0.35243711171736436,-0.9993354580365122,0.9999862700219638,12.0
AAPL,2021-12-17 05:00:00,167.00765577116044,170.48678573043304,166.77179272061937,168.1968536376953,195432700,2021-12-17,-0.5723253033042317,-0.9999836857532501,0.9115169532597064,7.0
AAPL,2021-12-20 05:00:00,165.38602841932968,167.64647750919124,164.58013804602012,166.83074951171875,107499100,2021-12-20,-0.6367874553358814,-0.9999047661749502,5.013430781630746e-10,4.0
AAPL,2021-12-21 05:00:00,168.60961436850548,170.22141005857458,166.21157358651485,170.01502990722656,91185900,2021-12-21,-0.08037687330218997,-0.9994675879042917,0.9999991028123816,12.0
AAPL,2021-12-22 05:00:00,170.06416810864746,172.8356788475582,169.18947432865244,172.6194610595703,92135300,2021-12-22,-0.49895877549304885,-0.9999546099903681,0.0816136230059783,15.0
AAPL,2021-12-23 05:00:00,172.82584567773912,173.80864829178057,172.25581836202977,173.24844360351562,68356600,2021-12-23,-0.4959273009906805,-0.9999928170432214,0.9996848742011935,7.0
AAPL,2021-12-27 05:00:00,174.0445345083678,177.3172694486978,174.02488925086175,177.22882080078125,74919600,2021-12-27,-0.42536306449632194,-0.9999776169088364,0.9838566351681947,25.0
AAPL,2021-12-28 05:00:00,177.0617441326432,178.21162153170226,175.45977087759823,176.20669555664062,79144300,2021-12-28,-0.5891224289295415,-0.9999990104032577,0.9999998492224762,23.0
AAPL,2021-12-29 05:00:00,176.2460076232202,177.5236541153346,175.07647002650884,176.29515075683594,62348900,2021-12-29,-0.40176286318249266,-0.9999232301597657,0.9892125125043094,14.0
AAPL,2021-12-30 05:00:00,176.3835852641225,177.46467413151436,175.0273128661905,175.1354217529297,59773000,2021-12-30,-0.337288467944076,-0.9999007235888939,0.9964028954564128,7.0
AAPL,2021-12-31 05:00:00,175.02732773011687,176.1477221985718,174.21159969660636,174.5162811279297,64062300,2021-12-31,-0.41367718362588285,-0.9999955442081045,0.5886920653283597,7.0
AAPL,2022-01-03 05:00:00,174.77180525837534,179.73496187327837,174.653873733677,178.87991333007812,104487900,2022-01-03,-0.21073495531173925,-0.999998459759098,0.7038452178239822,32.0
AAPL,2022-01-04 05:00:00,179.4892694890775,179.79393593953884,176.0396222685355,176.60964965820312,99310400,2022-01-04,-0.3528025747338736,-0.999967690826452,0.20413804054260254,16.0
AAPL,2022-01-05 05:00:00,176.521228467436,177.0715956888926,171.63669688243576,171.91188049316406,94537600,2022-01-05,-0.020795050234068076,-0.9894326031208038,0.9805208630859853,11.0
AAPL,2022-01-06 05:00:00,169.73001206789144,172.28530491748282,168.68824367419558,169.04205322265625,96904000,2022-01-06,-0.6250318576818206,-0.9999991178828225,4.940588382851274e-07,8.0
AAPL,2022-01-07 05:00:00,169.91675609783337,171.14525945761193,168.08874249862777,169.20913696289062,86709100,2022-01-07,-0.4444717303484476,-0.9999997135319205,9.30770329432562e-06,8.0
AAPL,2022-01-10 05:00:00,166.1722734494287,169.53345670452697,165.27791944101605,169.22879028320312,106765600,2022-01-10,-0.33323715195686604,-0.9999826618432053,0.0007078063736115907,12.0
AAPL,2022-01-11 05:00:00,169.35659188597938,172.16739360021757,167.88238763208216,172.06912231445312,76138300,2022-01-11,-0.5436093170575632,-0.9992225874448196,5.4214247313666406e-08,5.0
AAPL,2022-01-12 05:00:00,173.09121782891782,174.13298635832638,171.81358623406135,172.51136779785156,74805200,2022-01-12,-0.2461261838243989,-0.9999984080995432,0.9999987881283516,13.0
AAPL,2022-01-13 05:00:00,172.7570481888216,173.5825988136433,168.83566022635117,169.22879028320312,84505800,2022-01-13,-0.3544019095595549,-0.9999068849829201,0.9999998287669172,11.0
AAPL,2022-01-14 05:00:00,168.39342931174855,170.79147055967272,168.14772861005764,170.09368896484375,80440800,2022-01-14,-0.05107768060354038,-0.9999838030814772,0.9999817376565261,6.0
AAPL,2022-01-18 05:00:00,168.56048225619764,169.57276781693594,166.4966056259258,166.87989807128906,90956700,2022-01-18,-0.2022205117281368,-0.9999862276808926,0.9999981945878176,14.0
AAPL,2022-01-19 05:00:00,167.07646257144611,168.13789130970082,163.0862859235723,163.3712921142578,94815000,2022-01-19,-0.580967390488572,-0.9999931373242816,0.999985367403042,12.0
AAPL,2022-01-20 05:00:00,164.10840171802175,166.7619661877595,161.3565509731018,161.68087768554688,91420500,2022-01-20,-0.4391224788758251,-0.9999996108197563,0.9999985615654053,15.0
AAPL,2022-01-21 05:00:00,161.59243259966877,163.4695895238368,159.50889548799853,159.61700439453125,122848900,2022-01-21,-0.35685905577456734,-0.9997803221267533,0.9999994748678772,10.0
AAPL,2022-01-24 05:00:00,157.26807054913448,159.5088591961831,152.03955370843636,158.84054565429688,162294600,2022-01-24,-0.11386825546081339,-0.9999988463630984,0.9999280514302883,15.0
AAPL,2022-01-25 05:00:00,156.24596615896806,159.9609590965899,154.31968130054574,157.03221130371094,115798400,2022-01-25,-0.2293791573819869,-0.9999784801857458,0.9999932777332106,13.0
AAPL,2022-01-26 05:00:00,160.6882317654177,161.56292551584528,155.1059199641222,156.94375610351562,108275300,2022-01-26,-0.03497359286903171,-0.9999947007665925,0.999989509354691,16.0
AAPL,2022-01-27 05:00:00,159.65629046052865,161.02238556956317,155.55800513342504,156.48184204101562,121954600,2022-01-27,-0.13688464131206285,-0.9999997123809408,0.9999996013833224,47.0
AAPL,2022-01-28 05:00:00,162.8602584781643,167.4204628672782,160.0002987329338,167.4008026123047,179935700,2022-01-28,-0.06577576691453484,-0.9999978983042864,0.9998642801983805,42.0
AAPL,2022-01-31 05:00:00,167.23373247599272,171.990494554835,166.59490164124617,171.77427673339844,115541600,2022-01-31,-0.17797096413281255,-0.9999956167775964,0.9326092156625236,18.0
AAPL,2022-02-01 05:00:00,171.01752053648133,171.83324871111864,169.34675867115328,171.60720825195312,86213900,2022-02-01,-0.09693115660797348,-0.9999977069217607,0.9993642625449866,11.0
AAPL,2022-02-02 05:00:00,171.74477342641566,172.8553452866124,170.34919537896823,172.81602478027344,84914300,2022-02-02,0.1572303615559463,-0.9688362912274898,0.9982544084195979,13.0
AAPL,2022-02-03 05:00:00,171.47938931840278,173.20913145041823,169.15997463841794,169.9265594482422,89418100,2022-02-03,-0.1708777334762376,-0.9998921777005307,0.9999995229031099,12.0
AAPL,2022-02-04 05:00:00,168.94250412955896,171.3239297234003,167.95844942699028,169.6411895751953,82465400,2022-02-04,-0.3568978453656639,-0.9999997646271481,0.999999264129002,12.0
AAPL,2022-02-07 05:00:00,170.1037143263292,171.1763304609041,168.22416604358875,168.9228515625,77251200,2022-02-07,0.05171274300082274,-0.9999854033908379,0.9999245428444397,11.0
AAPL,2022-02-08 05:00:00,168.99170657969145,172.55399474420673,168.69648717156835,172.0422821044922,74829200,2022-02-08,-0.7255059746829183,-0.9997655967072205,0.043613817731966195,19.0
AAPL,2022-02-09 05:00:00,173.24286408752374,173.83328800439335,172.1111919697569,173.4691925048828,71285000,2022-02-09,-0.665821862347423,-0.9999986053341559,-1.822509254623128e-08,3.0
AAPL,2022-02-10 05:00:00,171.3633292711471,172.6819593071923,168.814630541294,169.3755340576172,90865900,2022-02-10,-0.19568487467768142,-0.9994334552757211,0.9930791682563722,4.0
AAPL,2022-02-11 05:00:00,169.5821531192089,170.32019416538782,165.3605499263947,165.95098876953125,98670700,2022-02-11,-0.41378126191234926,-0.9999467248317159,0.999996930514726,11.0
AAPL,2022-02-14 05:00:00,164.7012169615885,166.87598427882688,163.90413512178264,166.18714904785156,86185500,2022-02-14,-0.29189577472614336,-0.9999976875561741,-1.0577428319891169e-06,10.0
AAPL,2022-02-15 05:00:00,168.24386374496802,170.192288199675,167.53534303134987,170.0348358154297,62527400,2022-02-15,0.08343311063053997,-0.9999954712694717,0.9880751324817538,9.0
AAPL,2022-02-16 05:00:00,169.1098401120767,170.57607229918491,167.33853829378842,169.79867553710938,61177400,2022-02-16,0.27979989090138313,-0.9999586097917472,0.9999934715947347,10.0
AAPL,2022-02-17 05:00:00,168.30286047487905,169.16883334552335,165.7836830498939,166.18714904785156,69589300,2022-02-17,-0.6913455557229646,-0.9999992033328624,8.141716278942114e-08,10.0
AAPL,2022-02-18 05:00:00,167.1121922796674,167.82069791691148,163.54006857345092,164.6323699951172,82772700,2022-02-18,-0.10207876766121098,-0.9999766817809358,0.9999960562872161,10.0
AAPL,2022-02-22 05:00:00,162.34938552584524,164.03212613943992,159.56450814551414,161.69992065429688,91162800,2022-02-22,0.009496847656509978,-0.9999876881947786,0.9999860215452826,5.0
AAPL,2022-02-23 05:00:00,162.90043598288878,163.50071005203375,157.20276491304196,157.51766967773438,90009200,2022-02-23,-0.6823534990311602,-0.9990613918635064,-0.11654175445437429,5.0
AAPL,2022-02-24 05:00:00,150.14709468760051,160.25334246210673,149.5763410580208,160.1450958251953,141147500,2022-02-24,0.12682769369910143,-0.9997937014377385,0.9999912662164546,10.0
AAPL,2022-02-25 05:00:00,161.22754578023935,162.48713480856267,158.30490162446958,162.22145080566406,91974200,2022-02-25,0.08792102144355049,-0.9970534902531655,0.9965513640781863,7.0
AAPL,2022-02-28 05:00:00,160.45998619224247,162.78235630766343,159.84002681342048,162.4871368408203,95056600,2022-02-28,0.1317245240659944,-0.9999911827919731,0.9999911991674253,7.0
AAPL,2022-03-01 05:00:00,162.0738454702056,163.94355886382843,159.38737969074035,160.59776306152344,83474400,2022-03-01,0.27237587886011894,-0.9997053360566497,0.9999603028754791,13.0
AAPL,2022-03-02 05:00:00,161.7687775639212,164.69142169446647,160.35173616541616,163.9041748046875,79724800,2022-03-02,-0.5141968973282879,-0.9999996553891178,0.9999921248850115,18.0
AAPL,2022-03-03 05:00:00,165.78372557589515,166.21671212228483,162.91028714997404,163.57943725585938,76678400,2022-03-03,-0.3746359150593068,-0.9999327691512008,0.999999581066234,12.0
AAPL,2022-03-04 05:00:00,161.86718160657645,162.9102773059474,159.51529120397137,160.56822204589844,83737200,2022-03-04,-0.4717897965750077,-0.9999981784838496,0.9999914144948434,13.0
AAPL,2022-03-07 05:00:00,160.75522487368383,162.38875977204634,156.5041000801844,156.7599639892578,96418800,2022-03-07,-0.42268163215312754,-0.9999997882504132,0.9999459628234034,14.0
AAPL,2022-03-08 05:00:00,156.28758103481016,160.28284087725882,153.31573151528343,154.92958068847656,131148300,2022-03-08,-0.5267236100240194,-0.9999989173995232,0.999957390776217,47.0
AAPL,2022-03-09 05:00:00,158.9051685561548,160.80440217190915,156.8681828813347,160.3517303466797,91454900,2022-03-09,-0.3579326809648102,-0.9999987408306766,0.9999969830971622,15.0
AAPL,2022-03-10 05:00:00,157.6456062977945,157.83257914825734,153.49289304131352,155.99240112304688,105342000,2022-03-10,-0.12670247907068294,-0.9999796571992193,0.9999976910963255,10.0
AAPL,2022-03-11 05:00:00,156.39582947431035,156.74025467661986,152.03647371376923,152.26280212402344,96970100,2022-03-11,-0.4003973740950636,-0.9999537565963692,0.9969008379266598,5.0
AAPL,2022-03-14 04:00:00,149.03509000440232,151.66251440478936,147.70662509120922,148.21832275390625,108732100,2022-03-14,0.2518036140187705,-0.999990270210219,0.9999994107433706,9.0
AAPL,2022-03-15 04:00:00,148.49385829575584,153.089407270085,147.98216062819657,152.61705017089844,92964300,2022-03-15,0.21291938329682758,-0.9975987994403112,0.9998882949403197,9.0
AAPL,2022-03-16 04:00:00,154.54581073699606,157.44876942008187,151.99711238572482,157.04530334472656,102300200,2022-03-16,0.19809092994148697,-0.996265623252839,0.9999687905919928,10.0
AAPL,2022-03-17 04:00:00,156.0809539111175,158.43284460620507,155.11658427872035,158.05889892578125,75615400,2022-03-17,-0.5553070458788196,-0.9999936079823328,0.002152479553842529,9.0
AAPL,2022-03-18 04:00:00,157.9506391261387,161.85733809568418,157.21259798603035,161.3653106689453,123511700,2022-03-18,-0.7168863465130215,-0.9999989007145587,0.9999834051889138,8.0
AAPL,2022-03-21 04:00:00,160.90280343219604,163.69753062342352,160.410776006235,162.7429962158203,95811400,2022-03-21,0.043534831951428515,-0.9999959013707667,0.9999989076672477,12.0
AAPL,2022-03-22 04:00:00,162.87092417568584,166.71858251121776,162.28050023380402,166.12815856933594,81532000,2022-03-22,0.3506731827866834,-0.9963903253665195,0.9999985052451166,12.0
AAPL,2022-03-23 04:00:00,165.31138391398235,169.88723307812018,164.9767938445975,167.49598693847656,98062700,2022-03-23,-0.596035072126654,-0.999986057010119,1.3866334747092428e-09,14.0
AAPL,2022-03-24 04:00:00,168.33241890873853,171.36330962465348,167.4959813021374,171.29443359375,90131400,2022-03-24,-0.42710197936632643,-0.999999746687692,0.9998875431774651,27.0
AAPL,2022-03-25 04:00:00,171.10746429170044,172.48513509296794,169.99547749215097,171.93406677246094,80546200,2022-03-25,-0.45853192766638246,-0.9999934059010229,0.9999974452156266,20.0
AAPL,2022-03-28 04:00:00,169.42471770580778,172.92795048627315,169.25743018713217,172.80003356933594,90371900,2022-03-28,0.15617976021774135,-0.9686360023915768,0.999998409904606,19.0
AAPL,2022-03-29 04:00:00,173.87268201319478,176.1556818269469,173.52825675371,176.1064910888672,100589400,2022-03-29,-0.24360260764348865,-0.9996209276505396,0.9988202762906441,18.0
AAPL,2022-03-30 04:00:00,175.70301699368227,176.74611285404396,173.88250930234273,174.93545532226562,92633200,2022-03-30,-0.018778445337337506,-0.9999948982708703,0.9999982778753065,21.0
AAPL,2022-03-31 04:00:00,175.00431393883977,175.19128676604245,171.61916279397346,171.82582092285156,103049300,2022-03-31,-0.7098568871108767,-0.9999925773206542,0.998515408631647,19.0
AAPL,2022-04-01 04:00:00,171.25505972274473,172.09151232886626,169.1983887454629,171.5305938720703,78751300,2022-04-01,-0.23166817859762756,-0.9999994913833062,0.9999961864366469,16.0
AAPL,2022-04-04 04:00:00,171.78643960271984,175.64393230157518,171.6585076842211,175.5947265625,76468400,2022-04-04,-0.5771887222617536,-0.9999951732067985,0.06457206606864935,10.0
AAPL,2022-04-05 04:00:00,174.66972709725982,175.4569739407951,171.638836509714,172.2686309814453,73401800,2022-04-05,-0.5265062583237188,-0.9999996153975558,0.9999988409108482,15.0
AAPL,2022-04-06 04:00:00,169.61169680197753,170.86145068243167,167.4172586616336,169.09014892578125,89058800,2022-04-06,-0.038764870724094055,-0.9999855461314837,0.9999991690485075,13.0
AAPL,2022-04-07 04:00:00,168.4308330803216,170.5957507645845,167.14172361896223,169.39520263671875,77594700,2022-04-07,-0.2813552626037465,-0.9982333157705625,0.9932494908571243,7.0
AAPL,2022-04-08 04:00:00,169.04092358061774,169.04092358061774,166.50206052636017,167.37786865234375,76575500,2022-04-08,-0.3611503018157762,-0.999996178559627,8.1724609302114e-09,6.0
AAPL,2022-04-11 04:00:00,166.0198795202021,166.33476922464124,162.8610572412183,163.10707092285156,72246700,2022-04-11,0.16495860158986933,-0.9999734731700299,0.9999943150929482,15.0
AAPL,2022-04-12 04:00:00,165.34089363354275,167.1613860255376,163.98289318870957,164.98663330078125,79265200,2022-04-12,-0.06002093597619475,-0.99536938755773,0.9999963169577768,10.0
AAPL,2022-04-13 04:00:00,164.72093797881234,168.3127321148904,164.11082878699807,167.6829376220703,70618900,2022-04-13,-0.11890176163151707,-0.9999599717041291,0.9999972841737872,8.0
AAPL,2022-04-14 04:00:00,167.89944882901148,168.53909354843174,162.40842046943686,162.65443420410156,75329400,2022-04-14,-0.33069895906290436,-0.9999628401155861,0.9999994769902684,9.0
AAPL,2022-04-18 04:00:00,161.30627040967605,163.9435452353402,160.9618602189061,162.4379425048828,69023900,2022-04-18,-0.7257216820170824,-0.9999973779436572,5.2465807129919995e-05,11.0
AAPL,2022-04-19 04:00:00,162.38874866299832,165.14410546856962,161.2964470906838,164.7307891845703,67723800,2022-04-19,-0.860852471445412,-0.9999577119087916,-0.1832886934280396,6.0
AAPL,2022-04-20 04:00:00,166.06907917381437,166.1871759578773,163.45150487225482,164.5634765625,67929800,2022-04-20,-0.6949014190666234,-0.999996815784698,0.9999888686002122,11.0
AAPL,2022-04-21 04:00:00,166.2166896462883,168.7949082587247,163.2645254279015,163.76638793945312,87227800,2022-04-21,-0.1178927850065696,-0.9999877133996051,0.9999959401503702,15.0
AAPL,2022-04-22 04:00:00,163.80576949112535,165.1932753547798,158.92485105020066,159.21022033691406,84882400,2022-04-22,-0.2443247506375054,-0.9999825437300841,0.9992558268422725,12.0
AAPL,2022-04-25 04:00:00,158.55090609825874,160.5682214607871,155.9333317168137,160.28285217285156,96046400,2022-04-25,0.15763140790703076,-0.999564416054568,0.999988783821209,15.0
AAPL,2022-04-26 04:00:00,159.66291644791357,159.75147779014625,154.22109374803105,154.29981994628906,95623200,2022-04-26,0.498701143781508,-0.9999830556334928,0.9999954944488537,8.0
AAPL,2022-04-27 04:00:00,153.42397608702464,157.24209821717469,152.9024282829644,154.07345581054688,88063200,2022-04-27,-0.3021475689753853,-0.9999885317879489,0.9997816433933622,16.0
AAPL,2022-04-28 04:00:00,156.71073111363518,161.89670425341123,156.3958263617354,161.03073120117188,130216800,2022-04-28,-0.08830407234251177,-0.9999972452462772,0.9999984825432762,31.0
AAPL,2022-04-29 04:00:00,159.25942241026976,163.54990186297132,154.74261456190868,155.13623046875,131747600,2022-04-29,0.24545358627854977,-0.9999954589541177,0.9999995752168686,18.0
AAPL,2022-05-02 04:00:00,154.21124610323508,155.70699870242646,150.8260949299853,155.44131469726562,123055300,2022-05-02,0.08854941269383913,-0.9999973307786831,0.9999985725040688,19.0
AAPL,2022-05-03 04:00:00,155.6283081855597,158.14750185662243,153.8275005647235,156.93710327148438,88966500,2022-05-03,-0.47821243265510915,-0.9999956742390167,0.9999995604381978,15.0
AAPL,2022-05-04 04:00:00,157.12403328379716,163.82544428980776,156.7205671988061,163.37278747558594,108256500,2022-05-04,-0.3556191096550887,-0.9999995794163822,0.996919714845717,12.0
AAPL,2022-05-05 04:00:00,161.23737293708814,161.46370131983917,152.479276862281,154.270263671875,130525300,2022-05-05,0.016051068686039095,-0.9999831248710507,0.9999993482497587,11.0
AAPL,2022-05-06 04:00:00,153.74796732614354,157.1282427342657,151.9444991405495,154.9995574951172,116124600,2022-05-06,0.361853211032495,-0.9982141313557804,0.9999924794965409,6.0
AAPL,2022-05-09 04:00:00,152.68362217522588,153.5705818622736,149.29351226682695,149.85523986816406,131577900,2022-05-09,0.2168175870851531,-0.9696270087733865,0.9999987450562459,12.0
AAPL,2022-05-10 04:00:00,153.26506437118704,154.46737635991622,150.71260627459526,152.2696990966797,115366700,2022-05-10,-0.20445594855188481,-0.9999885527831793,0.9999949437573434,10.0
AAPL,2022-05-11 04:00:00,151.27435948498825,153.1960828683304,143.6958565940324,144.3758544921875,142689800,2022-05-11,0.060007871972288435,-0.9919767009378121,0.9999825174263607,11.0
AAPL,2022-05-12 04:00:00,140.6999427258126,144.08020299470903,136.78750364436277,140.49298095703125,182602000,2022-05-12,0.2483652357349155,-0.9999993090938232,0.9999997239574049,21.0
AAPL,2022-05-13 04:00:00,142.49353909158592,145.95265608735048,141.03500230205145,144.9770050048828,113990900,2022-05-13,-0.4733447749151708,-0.9999873679792017,0.998437708884012,10.0
