Stock,Date,Open,High,Low,Close,Volume,sentiment_mean,sentiment_min,sentiment_max,sentiment_count,Company,EMA_12,EMA_26,MACD,MACD_Signal,RSI_14,Lag_Close,Price_Change_Pct,Volatility_7d,Weekday
AAPL,2021-10-13 04:00:00,138.60875085656076,138.76575872878743,136.60674699681144,138.28489685058594,78762700,0.1603356621954468,-0.9999985607739744,0.999996861847194,6.0,Apple,138.28489685058594,138.28489685058594,0.0,0.0,,,,,2
AAPL,2021-10-14 04:00:00,139.46254720881987,141.19957699805144,138.87371898295444,141.08180236816406,69907100,-0.1768612556644891,-0.9998710156687596,0.9999984465358124,13.0,Apple,138.7151900071364,138.4920750370732,0.22311497006322156,0.044622994012644315,,138.28489685058594,0.020225675986873082,,3
AAPL,2021-10-15 04:00:00,141.09163451508613,142.20057294661328,140.83646861307787,142.14169311523438,67940300,-0.2656486086836773,-0.9999983159676162,0.9978657598840072,18.0,Apple,139.24234433145918,138.76241711693697,0.4799272145222062,0.1316838381145567,,141.08180236816406,0.007512597154836875,,4
AAPL,2021-10-18 04:00:00,140.77758515544568,144.1044303133813,140.4929943196034,143.81983947753906,85589200,-0.5587679808150076,-0.9999993397220804,0.999976193542352,34.0,Apple,139.946574353933,139.1370409955001,0.8095333584329012,0.2672537421782256,,142.14169311523438,0.011806151492399941,,0
AAPL,2021-10-19 04:00:00,144.27127951188243,146.39104349887026,143.81985744353068,145.98867797851562,76378900,-0.1078548537859867,-0.9999860076695768,0.9999995253041049,11.0,Apple,140.87612875771492,139.64456966090864,1.2315590968062793,0.4601148131038364,,143.81983947753906,0.015080245596542197,,1
AAPL,2021-10-20 04:00:00,145.92977457496073,146.96021648343887,145.36057794956784,146.47933959960938,58418800,-0.1917119659099571,-0.8579711006022991,-2.3299180362812425e-08,5.0,Apple,141.73816119492946,140.15084891562722,1.587312279302239,0.685554306343517,,145.98867797851562,0.003360956670666937,,2
AAPL,2021-10-21 04:00:00,146.03775024713434,146.85228960669923,145.1152595272771,146.6952667236328,61421000,0.0505553444492461,-0.9995234875386816,0.9999996932506292,8.0,Apple,142.50079281472998,140.6356206051091,1.86517220962088,0.9214778869989896,,146.47933959960938,0.0014741131726403456,3.169436785235154,3
AAPL,2021-10-22 04:00:00,146.90135341600217,147.38221538017035,145.87091138995885,145.91998291015625,58883400,-0.340279908309751,-0.9999888150196058,0.999999676738902,15.0,Apple,143.02682206018017,141.0270548499274,1.9997672102527702,1.1371357516497458,,146.6952667236328,-0.005284995424815975,2.2591189114427253,4
AAPL,2021-10-25 04:00:00,145.91012834998406,146.5872762498157,144.86987823265756,145.87088012695312,50720600,-0.1029800009610459,-0.999999376695456,0.9999995218931728,17.0,Apple,143.46436945506832,141.38585672229965,2.0785127327686723,1.325411147873531,,145.91998291015625,-0.0003365048585111108,1.667487908287387,0
AAPL,2021-10-26 04:00:00,146.54807735839762,148.02994161263436,146.23403157034545,146.53826904296875,60893400,0.1266477062478372,-0.999812026580912,0.9999991744777432,14.0,Apple,143.93727708397608,141.76751689420107,2.169760189775019,1.4942809562538288,,145.87088012695312,0.004575203189524757,0.97567312775816,1
AAPL,2021-10-27 04:00:00,146.57747407165155,146.94057630434148,145.72368667066797,146.0769805908203,56094900,-0.1575426425863016,-0.999995512096575,0.9992634579684818,16.0,Apple,144.2664622388752,142.08673642728397,2.1797258115912257,1.6313699273213083,,146.53826904296875,-0.0031479043335306267,0.33669139792982566,2
AAPL,2021-10-28 04:00:00,147.02892300470535,150.3165049156438,146.9307799732344,149.72769165039062,100077900,0.4952451697341684,-0.9999420179174194,0.9999999892500612,18.0,Apple,145.10665137910834,142.65273311047707,2.45391826863127,1.7958795955833007,,146.0769805908203,0.024991693042974328,1.3479600755783885,3
AAPL,2021-10-29 04:00:00,144.47735511008415,147.14668386300448,143.68244746206824,147.00929260253906,124953200,0.4292649752768897,-0.9999991838682548,0.9999998698262392,41.0,Apple,145.3993654134823,142.97544122100018,2.4239241924821044,1.9214885149630614,,149.72769165039062,-0.018155619831493386,1.3445561896236613,4
AAPL,2021-11-01 04:00:00,146.214391698361,146.9111563462423,145.0465584432789,146.18495178222656,74588300,-0.0059817688192348,-0.9999937036445772,0.9999472964630056,6.0,Apple,145.52022485482757,143.213182744054,2.3070421107735797,1.998599234125165,72.49845299180956,147.00929260253906,-0.005607406210308197,1.366982974913389,0
AAPL,2021-11-02 04:00:00,145.89054000814804,148.7463317156188,145.8807167195942,147.22520446777344,69122000,-0.5416541334029498,-0.9999338518464356,1.8529672018985363e-08,6.0,Apple,145.7825294106654,143.51036953840358,2.272159872261824,2.053311361752497,74.03678426494648,146.18495178222656,0.007116003890034861,1.3213798204096114,1
AAPL,2021-11-03 04:00:00,147.58828751986294,149.1388544822275,147.0289142026338,148.6678009033203,54511500,-0.090351661090162,-0.9997064936396785,0.999905605915046,9.0,Apple,146.2264173326123,143.89240149136037,2.334015841251926,2.109452257652383,71.99754695909651,147.22520446777344,0.00979856975415272,1.3637227917697023,2
AAPL,2021-11-04 04:00:00,148.75610406397846,149.59025979048718,147.8336136344687,148.1476593017578,60394600,-0.5087583145097596,-0.9997837489063386,0.5197763741016389,5.0,Apple,146.52199302017314,144.20760577361204,2.314387246561097,2.150439255434126,67.97861970871135,148.6678009033203,-0.0034986836315736847,1.340079688569794,3
